title,price,location,link
Rumah 1 Lantai 10 Menit ke Gerbang Tol BSD Barat 1 Dibantu KPR J35183,Rp 810 Juta,Tangerang Bsd City,https://www.rumah123.com/properti/tangerang-bsd-city/rumah-1-lantai-10-menit-ke-gerbang-tol-bsd-barat-1-dibantu-kpr-j35183-hos39771482/
Rumah Bebas Banjir dekat Primaya Hospital Bekasi Utara Dibantu KPR J34224,Rp 420 Juta,Bekasi Summarecon Bekasi,https://www.rumah123.com/properti/bekasi-summarecon-bekasi/rumah-bebas-banjir-dekat-primaya-hospital-bekasi-utara-dibantu-kpr-j34224-hos39351279/
Rumah dekat Primaya Hospital Bekasi Utara SHM Dibantu KPR J-32247,Rp 870 Juta,Bekasi Summarecon Bekasi,https://www.rumah123.com/properti/bekasi-summarecon-bekasi/rumah-dekat-primaya-hospital-bekasi-utara-shm-dibantu-kpr-j32247-hos40173632/
Rumah Minimalis 1 Lt 15 Menit ke Gerbang Tol BSD Barat 1 Hadap Utara J34749,Rp 500 Juta,Tangerang Bsd,https://www.rumah123.com/properti/tangerang-bsd/rumah-minimalis-1-lt-15-menit-ke-gerbang-tol-bsd-barat-1-hadap-utara-j34749-hos39410383/
Rumah Strategis 10 Menit ke Stasiun Rawa Buntu 2 Lt Hadap Utara J39398,Rp 1.94 M,Tangerang Bsd,https://www.rumah123.com/properti/tangerang-bsd/rumah-strategis-10-menit-ke-stasiun-rawa-buntu-2-lt-hadap-utara-j39398-hos40795639/
Rumah Hadap Utara 13 Menit ke Gerbang Tol Pondok Ranji Siap KPR J-37830,Rp 1.22 M,Tangerang Bsd,https://www.rumah123.com/properti/tangerang-bsd/rumah-hadap-utara-13-menit-ke-gerbang-tol-pondok-ranji-siap-kpr-j37830-hos40798242/
Type Amore di Amara Residence Sawangan Dan Amara Boulevard (Ruko),Rp 1 M,Depok,https://www.rumah123.com/perumahan-baru/properti/depok/amara-residence-sawangan-dan-amara-boulevard-ruko/type-amore/hos16438/
Rumah SHM Luas 9 Menit ke Rs.permata Pamulang Siap KPR J-21497,Rp 950 Juta,Tangerang Selatan Ciputat,https://www.rumah123.com/properti/tangerang-selatan-ciputat/rumah-shm-luas-9-menit-ke-rspermata-pamulang-siap-kpr-j21497-hos40796840/
Rumah LB 150 SHM 15 Menit ke Mall Daan Mogot Baru Siap KPR J-37728,Rp 2.21 M,Jakarta Barat Green Lake City,https://www.rumah123.com/properti/jakarta-barat-green-lake-city/rumah-lb-150-shm-15-menit-ke-mall-daan-mogot-baru-siap-kpr-j37728-hos40798233/
Rumah Hadap Timur 12 Menit ke Transpark Mall Bintaro Siap KPR J-36280,Rp 1.33 M,Tangerang Selatan Bintaro,https://www.rumah123.com/properti/tangerang-selatan-bintaro/rumah-hadap-timur-12-menit-ke-transpark-mall-bintaro-siap-kpr-j36280-hos40013339/
Tipe 7x10 di Metland Menteng,Rp 2.18 M,Jakarta Timur,https://www.rumah123.com/perumahan-baru/properti/jakarta-timur/metland-menteng/tipe-7x10/hos0101040/
Rumah LB 180 Hadap Timur 16 Menit ke RSIA Bunda Ciputat Dibantu KPR J-35489,Rp 2.1 M,Tangerang Selatan Pamulang,https://www.rumah123.com/properti/tangerang-selatan-pamulang/rumah-lb-180-hadap-timur-16-menit-ke-rsia-bunda-ciputat-dibantu-kpr-j35489-hos40177185/
Rumah Bebas Banjir 17 Menit ke Gerbang Tol Jatiwarna 1 Siap Huni J39550,Rp 1.11 M,Bekasi Jatibening,https://www.rumah123.com/properti/bekasi-jatibening/rumah-bebas-banjir-17-menit-ke-gerbang-tol-jatiwarna-1-siap-huni-j39550-hos40795897/
Rumah LB 120 Hadap Utara 8 Menit ke Mall Teras Kota Dibantu KPR J-35096,Rp 1.61 M,Tangerang Selatan Bintaro,https://www.rumah123.com/properti/tangerang-selatan-bintaro/rumah-lb-120-hadap-utara-8-menit-ke-mall-teras-kota-dibantu-kpr-j35096-hos40798190/
Wyndham di Bukit Podomoro Jakarta,Rp 4.3 M,Jakarta Timur,https://www.rumah123.com/perumahan-baru/properti/jakarta-timur/bukit-podomoro-jakarta/wyndham/hos17761/
Rumah 1 Lt Terawat Dekat Jagakarsa 10 Menit ke Pintu Tol bisa KPR J39576,Rp 560 Juta,Jakarta Selatan Jagakarsa,https://www.rumah123.com/properti/jakarta-selatan-jagakarsa/rumah-1-lt-terawat-dekat-jagakarsa-10-menit-ke-pintu-tol-bisa-kpr-j39576-hos40795908/
[ Komersial Dibawah NJOP ] Jl Soepomo Raya Tebet Izin Bangun 7 Lantai,Rp 12.3 M,Jakarta Selatan Tebet,https://www.rumah123.com/properti/jakarta-selatan-tebet/komersial-dibawah-njop-jl-soepomo-raya-tebet-izin-bangun-7-lantai-hos40743062/
Rumah LT 90 Minimalis 11 Menit ke Eka Hospital Cibubur Siap Huni J40422,Rp 1.11 M,Jakarta Timur Cibubur,https://www.rumah123.com/properti/jakarta-timur-cibubur/rumah-lt-90-minimalis-11-menit-ke-eka-hospital-cibubur-siap-huni-j40422-hos40942837/
Fidelia 62 di Serpong Natura City,Rp 822 Juta,Bogor,https://www.rumah123.com/perumahan-baru/properti/bogor/serpong-natura-city/fidelia-62/hos019898/
Rumah Minimalis di Bekasi 15 Menit ke RS dan Mall Hadap Selatan J34537,Rp 560 Juta,Bekasi Jatibening,https://www.rumah123.com/properti/bekasi-jatibening/rumah-minimalis-di-bekasi-15-menit-ke-rs-dan-mall-hadap-selatan-j34537-hos39791072/
Jual Rumah Premium 3 Lantai Paling Dicari di Jakarta Harga Dijamin Worth It!,Rp 5.4 M,Jakarta Timur Rawamangun,https://www.rumah123.com/properti/jakarta-timur-rawamangun/jual-rumah-premium-3-lantai-paling-dicari-di-jakarta-harga-dijamin-worth-it-hos40852733/
Rumah Strategis 10 Menit ke Gerbang Tol Brigif Siap Huni ⁠J-34110,Rp 1.22 M,Jakarta Selatan Jagakarsa,https://www.rumah123.com/properti/jakarta-selatan-jagakarsa/rumah-strategis-10-menit-ke-gerbang-tol-brigif-siap-huni-j34110-hos40797984/
Rumah 6 menit ke Mall Ciputra Cibubur Siap Huni Dibantu KPR J32935,Rp 1.07 M,Bogor Kota Wisata,https://www.rumah123.com/properti/bogor-kota-wisata/rumah-6-menit-ke-mall-ciputra-cibubur-siap-huni-dibantu-kpr-j32935-hos39351196/
Rumah 10 Menit ke Gerbang Tol Serpong 2 SHM Siap Huni Dibantu KPR J-37879,Rp 1.33 M,Tangerang Gading Serpong,https://www.rumah123.com/properti/tangerang-gading-serpong/rumah-10-menit-ke-gerbang-tol-serpong-2-shm-siap-huni-dibantu-kpr-j37879-hos40798229/
Rumah Hadap Timur 8 Menit ke Brawijaya Hospital Tangerang J-35982,Rp 780 Juta,Tangerang Selatan Bintaro,https://www.rumah123.com/properti/tangerang-selatan-bintaro/rumah-hadap-timur-8-menit-ke-brawijaya-hospital-tangerang-j35982-hos39823211/
Rumah LT 113 Hadap Selatan 10 Menit ke Stasiun Kali Deres J-37793,Rp 2.21 M,Jakarta Barat Green Lake City,https://www.rumah123.com/properti/jakarta-barat-green-lake-city/rumah-lt-113-hadap-selatan-10-menit-ke-stasiun-kali-deres-j37793-hos40798238/
Rumah Luas Strategis 6 Menit ke Summarecon Mall Bekasi Siap KPR J-26469,Rp 1.95 M,Bekasi Summarecon Bekasi,https://www.rumah123.com/properti/bekasi-summarecon-bekasi/rumah-luas-strategis-6-menit-ke-summarecon-mall-bekasi-siap-kpr-j26469-hos40796881/
Siaphuni Di Pamulang Free Biaya2 Listrik Underground Bata Merah,Rp 900 Juta,Tangerang Selatan Pamulang,https://www.rumah123.com/properti/tangerang-selatan-pamulang/siaphuni-di-pamulang-free-biaya2-listrik-underground-bata-merah-hos40495890/
[ Akses 2 Mobil Tebet Barat ] Best Price Dekat Taman,Rp 5 M,Jakarta Selatan Tebet,https://www.rumah123.com/properti/jakarta-selatan-tebet/akses-2-mobil-tebet-barat-best-price-dekat-taman-hos19012470/
Embun di Pesona Remboelan Resort,Rp 754 Juta,Depok,https://www.rumah123.com/perumahan-baru/properti/depok/pesona-remboelan-resort/embun/hos3100725/
Senja di Pesona Remboelan Resort,Rp 950 Juta,Depok,https://www.rumah123.com/perumahan-baru/properti/depok/pesona-remboelan-resort/senja/hos4100726/
Rinjani Resort di Pesona Remboelan Resort,Rp 989 Juta,Depok,https://www.rumah123.com/perumahan-baru/properti/depok/pesona-remboelan-resort/rinjani-resort/hos15946/
Lembayung Resort di Pesona Remboelan Resort,Rp 1.23 M,Depok,https://www.rumah123.com/perumahan-baru/properti/depok/pesona-remboelan-resort/lembayung-resort/hos25950/
Rumah LT 117 Terawat 15 Menit ke Supermal Karawaci Hadap Timur J37212,Rp 2.44 M,Tangerang Gading Serpong,https://www.rumah123.com/properti/tangerang-gading-serpong/rumah-lt-117-terawat-15-menit-ke-supermal-karawaci-hadap-timur-j37212-hos39934110/
Rumah Hadap Timur 15 menit ke Bintaro Jaya Xchange Mall Siap Huni J-15115,Rp 1.88 M,Tangerang Selatan Bintaro,https://www.rumah123.com/properti/tangerang-selatan-bintaro/rumah-hadap-timur-15-menit-ke-bintaro-jaya-xchange-mall-siap-huni-j15115-hos40196572/
Rumah Siap Huni 3 KT Akses Dekat BSD Plaza Sudah Renov Hadap Utara J33470,Rp 1.42 M,Tangerang Bsd,https://www.rumah123.com/properti/tangerang-bsd/rumah-siap-huni-3-kt-akses-dekat-bsd-plaza-sudah-renov-hadap-utara-j33470-hos39791375/
Rumah Siap Huni 4 KT 10 Menit ke Brawijaya Hospital Dibantu KPR J35885,Rp 1.2 M,Tangerang Gading Serpong,https://www.rumah123.com/properti/tangerang-gading-serpong/rumah-siap-huni-4-kt-10-menit-ke-brawijaya-hospital-dibantu-kpr-j35885-hos39765081/
Rumah 2 Lt SHM Hadap Timur 10 Menit ke Gerbang Tol Buaran Indah 1 J-37438,Rp 1 M,Jakarta Barat Green Lake City,https://www.rumah123.com/properti/jakarta-barat-green-lake-city/rumah-2-lt-shm-hadap-timur-10-menit-ke-gerbang-tol-buaran-indah-1-j37438-hos40798223/
Rumah 2 Kamar SHM di Bekasi Dekat Summarecon Mall Hadap Timur J36510,Rp 670 Juta,Bekasi Summarecon Bekasi,https://www.rumah123.com/properti/bekasi-summarecon-bekasi/rumah-2-kamar-shm-di-bekasi-dekat-summarecon-mall-hadap-timur-j36510-hos39765096/
Type Mezanine di Puncak Mundi Resort Penida,Rp 725 Juta,Klungkung,https://www.rumah123.com/perumahan-baru/properti/klungkung/puncak-mundi-resort-penida/type-mezanine/hos09521/
Rumah 5 Kamar Tidur Hadap Timur 14 Menit ke Stasiun Sudimara J-35913,Rp 4.87 M,Tangerang Selatan Bintaro,https://www.rumah123.com/properti/tangerang-selatan-bintaro/rumah-5-kamar-tidur-hadap-timur-14-menit-ke-stasiun-sudimara-j35913-hos40196554/
Rumah Strategis 2 Lt Siap KPR 12 Menit ke Supermal Karawaci J-37023,Rp 1.17 M,Tangerang Gading Serpong,https://www.rumah123.com/properti/tangerang-gading-serpong/rumah-strategis-2-lt-siap-kpr-12-menit-ke-supermal-karawaci-j37023-hos40798221/
Rumah SHM 15 Menit ke Pamulang Square Hadap Selatan J-38261,Rp 920 Juta,Tangerang Selatan Ciputat,https://www.rumah123.com/properti/tangerang-selatan-ciputat/rumah-shm-15-menit-ke-pamulang-square-hadap-selatan-j38261-hos40949264/
LYVE di The Araya,Rp 530 Juta,Malang,https://www.rumah123.com/perumahan-baru/properti/malang/the-araya/lyve/hos09200/
The Residence at Palm di The Araya,Rp 2.5 M,Malang,https://www.rumah123.com/perumahan-baru/properti/malang/the-araya/the-residence-at-palm/hos17474/
ZIRO-2 di The Araya,Rp 1.01 M,Malang,https://www.rumah123.com/perumahan-baru/properti/malang/the-araya/ziro-2/hos27473/
ZIRO - Stack House (Full Furnish) di The Araya,Rp 967 Juta,Malang,https://www.rumah123.com/perumahan-baru/properti/malang/the-araya/ziro-stack-house-full-furnish/hos17472/
Rumah Luas LT 180 Dekat Cilandak 10 Menit ke RS Bebas Banjir J30974,Rp 1.77 M,Jakarta Selatan Cilandak,https://www.rumah123.com/properti/jakarta-selatan-cilandak/rumah-luas-lt-180-dekat-cilandak-10-menit-ke-rs-bebas-banjir-j30974-hos40397459/
Rumah LT 162 SHM 5 Menit ke Gerbang Tol Jelupang Dibantu KPR J-36129,Rp 2.44 M,Tangerang Selatan Bintaro,https://www.rumah123.com/properti/tangerang-selatan-bintaro/rumah-lt-162-shm-5-menit-ke-gerbang-tol-jelupang-dibantu-kpr-j36129-hos40178253/
Rumah 10 Menit ke Gerbang Tol Brigif Luas Siap Huni Dibantu KPR ⁠J-31962,Rp 1.66 M,Jakarta Selatan Jagakarsa,https://www.rumah123.com/properti/jakarta-selatan-jagakarsa/rumah-10-menit-ke-gerbang-tol-brigif-luas-siap-huni-dibantu-kpr-j31962-hos40797985/
Rumah SHM 2 Lt Siap Huni 15 Menit ke Gerbang Tol Kukusan 3 ⁠J-26390,Rp 830 Juta,Jakarta Selatan Jagakarsa,https://www.rumah123.com/properti/jakarta-selatan-jagakarsa/rumah-shm-2-lt-siap-huni-15-menit-ke-gerbang-tol-kukusan-3-j26390-hos40797970/
Villa Ambara di Lush Villa Seminyak,Rp 8.89 M,Badung,https://www.rumah123.com/perumahan-baru/properti/badung/lush-villa-seminyak/villa-ambara/hos09835/
Villa Dewata di Lush Villa Seminyak,Rp 8.25 M,Badung,https://www.rumah123.com/perumahan-baru/properti/badung/lush-villa-seminyak/villa-dewata/hos09834/
Villa Nirwana di Lush Villa Seminyak,Rp 7.33 M,Badung,https://www.rumah123.com/perumahan-baru/properti/badung/lush-villa-seminyak/villa-nirwana/hos09833/
Villa Sagara di Lush Villa Seminyak,Rp 7.47 M,Badung,https://www.rumah123.com/perumahan-baru/properti/badung/lush-villa-seminyak/villa-sagara/hos09832/
Villa Surya di Lush Villa Seminyak,Rp 6.97 M,Badung,https://www.rumah123.com/perumahan-baru/properti/badung/lush-villa-seminyak/villa-surya/hos09831/
Di Jual Rumah Amerika Latin Green Lake City SHM Harga Murah,Rp 2.75 M,Jakarta Barat Green Lake City,https://www.rumah123.com/properti/jakarta-barat-green-lake-city/di-jual-rumah-amerika-latin-green-lake-city-shm-harga-murah-hos40802072/
Rumah LT 112 Strategis 15 Menit ke Summarecon Mall Serpong bisa KPR J39284,Rp 670 Juta,Tangerang Gading Serpong,https://www.rumah123.com/properti/tangerang-gading-serpong/rumah-lt-112-strategis-15-menit-ke-summarecon-mall-serpong-bisa-kpr-j39284-hos40795612/
Turun Harga! Rumah Rapi Siap Huni di Cluster Rossini Gading Serpong,Rp 2.3 M,Tangerang Gading Serpong,https://www.rumah123.com/properti/tangerang-gading-serpong/rumah-rapi-siap-huni-di-cluster-rossini-gading-serpong-hos39912908/
Rumah 1 Lantai di Sentul 6 Menit ke Stasiun Cilebut Hadap Selatan J39021,Rp 920 Juta,Bogor Sentul City,https://www.rumah123.com/properti/bogor-sentul-city/rumah-1-lantai-di-sentul-6-menit-ke-stasiun-cilebut-hadap-selatan-j39021-hos40614760/
Rumah Strategis LB 80 Akses Dekat Summarecon Mall Bekasi Siap Huni J35556,Rp 630 Juta,Bekasi Summarecon Bekasi,https://www.rumah123.com/properti/bekasi-summarecon-bekasi/rumah-strategis-lb-80-akses-dekat-summarecon-mall-bekasi-siap-huni-j35556-hos39791092/
"(Komplek Tebet Barat) Akses 2 Mobil, One Gate System",Rp 2.9 M,Jakarta Selatan Tebet,https://www.rumah123.com/properti/jakarta-selatan-tebet/komplek-tebet-barat-akses-2-mobil-one-gate-system-hos40945745/
A12 di TENTREM ASRI,Rp 385 Juta,Bantul,https://www.rumah123.com/perumahan-baru/properti/bantul/tentrem-asri/a12/hos910000/
A11 di TENTREM ASRI,Rp 385 Juta,Bantul,https://www.rumah123.com/perumahan-baru/properti/bantul/tentrem-asri/a11/hos89999/
A10 di TENTREM ASRI,Rp 414 Juta,Bantul,https://www.rumah123.com/perumahan-baru/properti/bantul/tentrem-asri/a10/hos79998/
A9 di TENTREM ASRI,Rp 385 Juta,Bantul,https://www.rumah123.com/perumahan-baru/properti/bantul/tentrem-asri/a9/hos69997/
Dijual.cepat Rumah 2lt Bcs Hoek Di.kelapa.gading,Rp 3.3 M,Jakarta Utara Kelapa Gading,https://www.rumah123.com/properti/jakarta-utara-kelapa-gading/rumah-2lt-bcs-hoek-hos39548546/
Cash / KPR - Rumah Golf Island 8X20 (3+1 Kamar Tidur),Rp 5.4 M,Jakarta Utara Pantai Indah Kapuk,https://www.rumah123.com/properti/jakarta-utara-pantai-indah-kapuk/cash-kpr-rumah-golf-island-8x20-31-kamar-tidur-hos40964632/
Rumah Modern Tropis dengan Swimming Pool di Cilandak.,Rp 15 M,Jakarta Selatan Cilandak,https://www.rumah123.com/properti/jakarta-selatan-cilandak/rumah-modern-tropis-dengan-swimming-pool-di-cilandak-hos40933347/
Rumah 15 Menit ke Mall Summarecon Bekasi SHM Dibantu KPR J-37657,Rp 670 Juta,Bekasi Summarecon Bekasi,https://www.rumah123.com/properti/bekasi-summarecon-bekasi/rumah-15-menit-ke-mall-summarecon-bekasi-shm-dibantu-kpr-j37657-hos40402213/
Rumah SHM Strategis 10 Menit ke Stasiun Depok Siap KPR J-28616,Rp 970 Juta,Depok Sukmajaya,https://www.rumah123.com/properti/depok-sukmajaya/rumah-shm-strategis-10-menit-ke-stasiun-depok-siap-kpr-j28616-hos40796892/
Cluster Olive. Summarecon Bekasi. Siap Huni. Sdh Renov.,Rp 2.1 M,Bekasi Summarecon Bekasi,https://www.rumah123.com/properti/bekasi-summarecon-bekasi/cluster-olive-summarecon-bekasi-siap-huni-sdh-renov-hos17683335/
Rumah 9 Menit ke Rs Citra Harapan SHM Siap Huni Dibantu KPR J-32247,Rp 870 Juta,Jakarta Timur Cakung,https://www.rumah123.com/properti/jakarta-timur-cakung/rumah-9-menit-ke-rs-citra-harapan-shm-siap-huni-dibantu-kpr-j32247-hos40796956/
Rumah Siap Huni di Bekasi 15 Menit ke Mall dan Faskes Bebas Banjir J39099,Rp 650 Juta,Bekasi Galaxy,https://www.rumah123.com/properti/bekasi-galaxy/rumah-siap-huni-di-bekasi-15-menit-ke-mall-dan-faskes-bebas-banjir-j39099-hos40792410/
Rumah Siap Huni 15 Menit ke Grand Galaxy Park 2 Lantai Hadap Timur J39287,Rp 1.99 M,Bekasi Galaxy,https://www.rumah123.com/properti/bekasi-galaxy/rumah-siap-huni-15-menit-ke-grand-galaxy-park-2-lantai-hadap-timur-j39287-hos40795610/
Sakura Indica 22 di Harvest City,Rp 532 Juta,Bogor,https://www.rumah123.com/perumahan-baru/properti/bogor/harvest-city/sakura-indica-22/hos29923/
Sweet Hortensia di Harvest City,Rp 592 Juta,Bogor,https://www.rumah123.com/perumahan-baru/properti/bogor/harvest-city/sweet-hortensia/hos29925/
Rosaline Tipe 50/60 di Harvest City,Rp 785 Juta,Bogor,https://www.rumah123.com/perumahan-baru/properti/bogor/harvest-city/rosaline-tipe-5060/hos29922/
Crystal Royal 58 di Harvest City,Rp 825 Juta,Bogor,https://www.rumah123.com/perumahan-baru/properti/bogor/harvest-city/crystal-royal-58/hos09920/
Jual Rumah Mewah Elegan di Cluster Baru Kota Wisata Cibubur 5 Kamar,Rp 2.7 M,Bogor Kota Wisata,https://www.rumah123.com/properti/bogor-kota-wisata/jual-rumah-mewah-elegan-di-cluster-baru-kota-wisata-cibubur-5-kamar-hos40545782/
Rumah Bebas Banjir 15 Menit ke Grand Galaxy Park Dibantu KPR J39380,Rp 1.66 M,Bekasi Galaxy,https://www.rumah123.com/properti/bekasi-galaxy/rumah-bebas-banjir-15-menit-ke-grand-galaxy-park-dibantu-kpr-j39380-hos40795629/
Rumah Hadap Utara 16 Menit ke Mal Pekayon Siap Huni J-40128,Rp 720 Juta,Bekasi Galaxy,https://www.rumah123.com/properti/bekasi-galaxy/rumah-hadap-utara-16-menit-ke-mal-pekayon-siap-huni-j40128-hos40957649/
Rumah Strategis Dekat Gerbang Tol Sentul 2 Siap KPR J-19032,Rp 680 Juta,Bogor Sentul City,https://www.rumah123.com/properti/bogor-sentul-city/rumah-strategis-dekat-gerbang-tol-sentul-2-siap-kpr-j19032-hos40796833/
Meranti di PERUMAHAN TAMAN KAYANGAN,Rp 332 Juta,Kendal,https://www.rumah123.com/perumahan-baru/properti/kendal/perumahan-taman-kayangan/meranti/hos199894/
Jati di PERUMAHAN TAMAN KAYANGAN,Rp 521 Juta,Kendal,https://www.rumah123.com/perumahan-baru/properti/kendal/perumahan-taman-kayangan/jati/hos59885/
Enau di PERUMAHAN TAMAN KAYANGAN,Rp 398 Juta,Kendal,https://www.rumah123.com/perumahan-baru/properti/kendal/perumahan-taman-kayangan/enau/hos49884/
Mimba2 di PERUMAHAN TAMAN KAYANGAN,Rp 378 Juta,Kendal,https://www.rumah123.com/perumahan-baru/properti/kendal/perumahan-taman-kayangan/mimba2/hos39883/
Mimba1 di PERUMAHAN TAMAN KAYANGAN,Rp 364 Juta,Kendal,https://www.rumah123.com/perumahan-baru/properti/kendal/perumahan-taman-kayangan/mimba1/hos29882/
Bayur di PERUMAHAN TAMAN KAYANGAN,Rp 594 Juta,Kendal,https://www.rumah123.com/perumahan-baru/properti/kendal/perumahan-taman-kayangan/bayur/hos49880/
Jati di PERUMAHAN TAMAN KAYANGAN,Rp 565 Juta,Kendal,https://www.rumah123.com/perumahan-baru/properti/kendal/perumahan-taman-kayangan/jati/hos39879/
Bulian di PERUMAHAN TAMAN KAYANGAN,Rp 477 Juta,Kendal,https://www.rumah123.com/perumahan-baru/properti/kendal/perumahan-taman-kayangan/bulian/hos29878/
Enau di PERUMAHAN TAMAN KAYANGAN,Rp 442 Juta,Kendal,https://www.rumah123.com/perumahan-baru/properti/kendal/perumahan-taman-kayangan/enau/hos19877/
Mimba2 di PERUMAHAN TAMAN KAYANGAN,Rp 421 Juta,Kendal,https://www.rumah123.com/perumahan-baru/properti/kendal/perumahan-taman-kayangan/mimba2/hos19876/
Ruha di KOKOH CITY,Rp 200 Juta,Bangkalan,https://www.rumah123.com/perumahan-baru/properti/bangkalan/kokoh-city/ruha/hos0100548/
BAWEAN 60/30 di KOKOH CITY,Rp 166 Juta,Bangkalan,https://www.rumah123.com/perumahan-baru/properti/bangkalan/kokoh-city/bawean-6030/hos09647/
NIAS 112/54 di KOKOH CITY,Rp 360 Juta,Bangkalan,https://www.rumah123.com/perumahan-baru/properti/bangkalan/kokoh-city/nias-11254/hos19646/
NIAS 84/36 di KOKOH CITY,Rp 257 Juta,Bangkalan,https://www.rumah123.com/perumahan-baru/properti/bangkalan/kokoh-city/nias-8436/hos09645/
Rumah LB 130 SHM Siap Huni 8 Menit ke Gerbang Tol Brigif 4 ⁠J-34281,Rp 1.5 M,Depok Cinere,https://www.rumah123.com/properti/depok-cinere/rumah-lb-130-shm-siap-huni-8-menit-ke-gerbang-tol-brigif-4-j34281-hos40798258/
Bungursari Lakeview,Rp 493 Juta,Purwakarta,https://www.rumah123.com/perumahan-baru/properti/purwakarta/bungursari-lakeview/nps3718/
Green Forest Residence,Rp 2.52 M,Pekanbaru,https://www.rumah123.com/perumahan-baru/properti/pekanbaru/green-forest-residence/nps2476/
Perumahan Bale Kayangan Prambanan,Rp 410 Juta,Klaten,https://www.rumah123.com/perumahan-baru/properti/klaten/perumahan-bale-kayangan-prambanan/nps3704/
GOOD DEAL!! RUMAH MINIMALIS JLN LEBAR DI KELAPA GADING PERMAI,Rp 4 M,Jakarta Utara Kelapa Gading,https://www.rumah123.com/properti/jakarta-utara-kelapa-gading/good-deal-rumah-minimalis-jln-lebar-di-kelapa-gading-permai-hos40217195/
Prive Hills Residence,Rp 1.41 M,Tangerang Selatan,https://www.rumah123.com/perumahan-baru/properti/tangerang-selatan/prive-hills-residence/nps2169/
Rumah Luas SHM 15 menit ke Stasiun Depok Baru Dibantu KPR J-38074,Rp 1.42 M,Depok Sukmajaya,https://www.rumah123.com/properti/depok-sukmajaya/rumah-luas-shm-15-menit-ke-stasiun-depok-baru-dibantu-kpr-j38074-hos40405489/
Rumah Strategis dekat Mall Grand Cakung Siap Huni Dibantu KPR J-34224,Rp 420 Juta,Jakarta Timur Cakung,https://www.rumah123.com/properti/jakarta-timur-cakung/rumah-strategis-dekat-mall-grand-cakung-siap-huni-dibantu-kpr-j34224-hos40178252/
Rumah Luas Strategis 13 Menit ke Living World Alam Sutera J-37562,Rp 1.77 M,Tangerang Gading Serpong,https://www.rumah123.com/properti/tangerang-gading-serpong/rumah-luas-strategis-13-menit-ke-living-world-alam-sutera-j37562-hos40798226/
For Sale Luxury And Elite House In The Heart Of East Jakarta With Easy Access,Rp 5.4 M,Jakarta Timur Cakung,https://www.rumah123.com/properti/jakarta-timur-cakung/for-sale-luxury-and-elite-house-in-the-heart-of-east-jakarta-with-easy-access-hos40855401/
Rumah 10 Menit ke Rs.permata Pamulang SHM Dibantu KPR J-21497,Rp 950 Juta,Tangerang Selatan Serpong,https://www.rumah123.com/properti/tangerang-selatan-serpong/rumah-10-menit-ke-rspermata-pamulang-shm-dibantu-kpr-j21497-hos40796845/
Rumah SHM Strategis Siap Huni 15 Mnt ke Scientia Square Park J-39390,Rp 590 Juta,Tangerang Gading Serpong,https://www.rumah123.com/properti/tangerang-gading-serpong/rumah-shm-strategis-siap-huni-15-mnt-ke-scientia-square-park-j39390-hos40613867/
Rumah 2 KT Siap Huni Akses Dekat Stasiun Serpong Dibantu KPR J39017,Rp 610 Juta,Tangerang Selatan Serpong,https://www.rumah123.com/properti/tangerang-selatan-serpong/rumah-2-kt-siap-huni-akses-dekat-stasiun-serpong-dibantu-kpr-j39017-hos40614766/
Dijual Cepat Cluster Alexandrite Furnished Gading Serpong,Rp 4.3 M,Tangerang Gading Serpong,https://www.rumah123.com/properti/tangerang-gading-serpong/dijual-cepat-cluster-alexandrite-furnished-gading-serpong-hos40370324/
Hanami di Podomoro Park Bandung,Rp 900 Juta,Bandung,https://www.rumah123.com/perumahan-baru/properti/bandung/podomoro-park-bandung/hanami/hos18322/
Rumah 2 Lantai 10 Mnt ke Maxxbox Lippo Village Dibantu KPR J-40063,Rp 1.28 M,Tangerang Lippo Karawaci,https://www.rumah123.com/properti/tangerang-lippo-karawaci/rumah-2-lantai-10-mnt-ke-maxxbox-lippo-village-dibantu-kpr-j40063-hos40949263/
Rumah Terawat 2 Kt 15 Menit ke Gerbang Toll Kayu Manis 1 Hadap Utara J35593,Rp 610 Juta,Bogor Cibinong,https://www.rumah123.com/properti/bogor-cibinong/rumah-terawat-2-kt-15-menit-ke-gerbang-toll-kayu-manis-1-hadap-utara-j35593-hos39647410/
Rumah 2 Lantai dengan 5 Kamar di Kota Wisata Cibubur Kondisi Baru,Rp 2.7 M,Jakarta Timur Cibubur,https://www.rumah123.com/properti/jakarta-timur-cibubur/rumah-baru-5kt-plus-2-carport-dekat-lrt-mall-cibubur-hos40609567/
Yara L12 di Yara at The Kaia Grand Wisata,Rp 7.49 M,Bekasi,https://www.rumah123.com/perumahan-baru/properti/bekasi/yara-at-the-kaia-grand-wisata/yara-l12/hos38462/
Jual Rumah Baru di BSD Seberang AEON Eastvara Mall dengan Solar Panel,Rp 2.2 M,Tangerang Bsd City,https://www.rumah123.com/properti/tangerang-bsd-city/jual-rumah-baru-di-bsd-seberang-aeon-eastvara-mall-dengan-solar-panel-hos39097573/
Rumah LB 172 Hadap Selatan 15 Menit ke Ciplaz Depok J-39942,Rp 1.11 M,Depok Cilodong,https://www.rumah123.com/properti/depok-cilodong/rumah-lb-172-hadap-selatan-15-menit-ke-ciplaz-depok-j39942-hos40949266/
