title,price,location,link
Dijual Rumah Bagus Classic Minimalis di Sunter,Rp 7 M,Jakarta Utara Sunter,https://www.rumah123.com/properti/jakarta-utara-sunter/dijual-rumah-bagus-classic-minimalis-di-sunter-hos40962919/
"Rumah Siap Huni, Full Furnish, Lingkungan Asri Sentul Alaya",Rp 1.05 M,Bogor Sentul City,https://www.rumah123.com/properti/bogor-sentul-city/rumah-bagus-siap-huni-full-furnish-lingkungan-asri-sentul-alaya-hos39605507/
Dijual Cepat Rumah 2 Lantai Full Furnished di Gading Serpong,Rp 1.85 M,Tangerang Gading Serpong,https://www.rumah123.com/properti/tangerang-gading-serpong/dijual-cepat-rumah-2-lantai-full-furnished-di-gading-serpong-hos40104193/
DIJUAL TERMURAH! WINONA TIPE ALDER SUDUT ALAM SUTERA,Rp 6 M,Tangerang Alam Sutera,https://www.rumah123.com/properti/tangerang-alam-sutera/dijual-termurah-winona-tipe-alder-sudut-alam-sutera-hos39914314/
Rumah Baru 2 Lantai.3 Kamar Lt 93M2 di Bsd,Rp 1.37 M,Tangerang Bsd,https://www.rumah123.com/properti/tangerang-bsd/rumah-baru-2-lantai3-kamar-lt-93m2-di-bsd-hos40952826/
Rumah Baru Strategis Progres Bangun di Belakang Griya Arcamanik Bandung,Rp 1.35 M,Bandung Arcamanik,https://www.rumah123.com/properti/bandung-arcamanik/rumah-baru-inden-progres-bangun-di-belakang-griya-arcamanik-bandung-hos40630714/
"Rumah Baru Lokasi Strategis di Margahayu Raya Soekarno Hatta, Bandung",Rp 1.65 M,Bandung Soekarno Hatta,https://www.rumah123.com/properti/bandung-soekarno-hatta/rumah-baru-strategis-bisa-untuk-kantor-di-margahayu-raya-soekarno-hatta-bandung-hos40343753/
Asia 6x15 Full Bangunan - Siap Nego.,Rp 2.1 M,Jakarta Barat Green Lake City,https://www.rumah123.com/properti/jakarta-barat-green-lake-city/asia-6x15-full-bangunan-siap-nego-hos40570645/
Promo. Rumah Kuningan Village 2 Lantai 200M2,Rp 7.15 M,Jakarta Utara Pantai Indah Kapuk 2,https://www.rumah123.com/properti/jakarta-utara-pantai-indah-kapuk-2/promo-rumah-kuningan-village-2-lantai-200m2-hos39743195/
"Promo Cicilan Atau Cash, Rumah 2,5 Lantai Termurah Di Pik 2.",Rp 10.1 M,Jakarta Utara Pantai Indah Kapuk,https://www.rumah123.com/properti/jakarta-utara-pantai-indah-kapuk/promo-cicilan-atau-cash-rumah-25-lantai-termurah-di-pik-2-hos18499910/
"FULL FURNISH INTERIOR, RUMAH MINIMALIS MODERN UK 300M2 MOZART",Rp 16.6 M,Jakarta Utara Pantai Indah Kapuk,https://www.rumah123.com/properti/jakarta-utara-pantai-indah-kapuk/full-furnish-interior-rumah-minimalis-modern-uk-300m2-mozart-hos40543963/
"KPR/CASH. RUMAH GOLF ISLAND, 250m2. FULL FURNISH MEWAH SIAP HUNI",Rp 12 M,Jakarta Utara Pantai Indah Kapuk,https://www.rumah123.com/properti/jakarta-utara-pantai-indah-kapuk/kprcash-rumah-golf-island-250m2-full-furnish-mewah-siap-huni-hos40544151/
Bangunan Mandiri. Rumah 4 Lantai Minimalis Modern Di Pik 1,Rp 18 M,Jakarta Utara Pantai Indah Kapuk,https://www.rumah123.com/properti/jakarta-utara-pantai-indah-kapuk/bangunan-mandiri-rumah-4-lantai-minimalis-modern-di-pik-1-hos40335834/
Bangunan Rumah Mewah 2.5 Lantai Di Cluster Elite Pik,Rp 49 M,Jakarta Utara Pantai Indah Kapuk,https://www.rumah123.com/properti/jakarta-utara-pantai-indah-kapuk/bangunan-rumah-mewah-25-lantai-di-cluster-elite-pik-hos39195644/
Unit Langka. Rumah 300M2 Sudah Renov di Bgm Pik. Siap Huni,Rp 12.9 M,Jakarta Utara Pantai Indah Kapuk,https://www.rumah123.com/properti/jakarta-utara-pantai-indah-kapuk/unit-langka-rumah-300m2-sudah-renov-di-bgm-pik-siap-huni-hos40460010/
"RUMAH MEWAH MINIMALIS 3 LANTAI, CLUSTER MOZART UK 360M2! TERMURAH",Rp 19 M,Jakarta Utara Pantai Indah Kapuk,https://www.rumah123.com/properti/jakarta-utara-pantai-indah-kapuk/rumah-mewah-minimalis-3-lantai-cluster-mozart-uk-360m2-termurah-hos19164189/
Paling Termurah Butuh Renov Uk 10X20 Rumah di Pik 1,Rp 7 M,Jakarta Utara Pantai Indah Kapuk,https://www.rumah123.com/properti/jakarta-utara-pantai-indah-kapuk/paling-termurah-butuh-renov-uk-10x20-rumah-di-pik-1-hos40911415/
Jual Rugi Rumah Murah Banget 3 Lantai 4.5X10,Rp 1.6 M,Jakarta Utara Pantai Indah Kapuk 2,https://www.rumah123.com/properti/jakarta-utara-pantai-indah-kapuk-2/jual-rugi-rumah-murah-banget-3-lantai-45x10-hos40911042/
"Super Murah, Rumah Golf Island 250M2, 2.5 Lantai Brand New",Rp 8.8 M,Jakarta Utara Pantai Indah Kapuk,https://www.rumah123.com/properti/jakarta-utara-pantai-indah-kapuk/rumah-golf-island-uk-250m2-siap-huni-hos39715438/
Dijual Rumah Elang Residence,Rp 15 M,Jakarta Utara Pantai Indah Kapuk,https://www.rumah123.com/properti/jakarta-utara-pantai-indah-kapuk/dijual-rumah-elang-residence-hos16813296/
Rumah Luas SHM 11 Menit ke RSUD Kalideres 2 Lantai Dibantu KPR J39187,Rp 3.32 M,Jakarta Barat Kalideres,https://www.rumah123.com/properti/jakarta-barat-kalideres/rumah-luas-shm-11-menit-ke-rsud-kalideres-2-lantai-dibantu-kpr-j39187-hos40581219/
Rumah Luas 2 Lantai 11 Menit ke RSUD Kalideres SHM Bebas Banjir J39187,Rp 3.32 M,Jakarta Barat Citra Garden,https://www.rumah123.com/properti/jakarta-barat-citra-garden/rumah-luas-2-lantai-11-menit-ke-rsud-kalideres-shm-bebas-banjir-j39187-hos40614768/
Rumah Siap Huni Furnished Gading Serpong Dijual B U !,Rp 2.95 M,Tangerang Gading Serpong,https://www.rumah123.com/properti/tangerang-gading-serpong/rumah-siap-huni-furnished-gading-serpong-dijual-b-u-hos40834692/
Dijual Rumah Cluster Azalea Lagricola Gading Serpong No Cobroke,Rp 2.5 M,Tangerang Gading Serpong,https://www.rumah123.com/properti/tangerang-gading-serpong/dijual-rumah-di-cluster-azalea-lagricola-gading-serpong-hos40279671/
"Termurah Di Pik 1, Walet Permai 3 Lantai 340m Huk, Hitung Tanah Saja",Rp 8.5 M,Jakarta Utara Pantai Indah Kapuk,https://www.rumah123.com/properti/jakarta-utara-pantai-indah-kapuk/termurah-di-pik-1-walet-permai-3-lantai-340m-huk-hitung-tanah-saja-hos39446224/
"Rumah Siap Huni Strategis Akses Jalan Lebar Tebet , Jakarta Selatan",Rp 4.9 M,Jakarta Selatan Tebet,https://www.rumah123.com/properti/jakarta-selatan-tebet/rumah-di-dalam-komplek-gudang-peluru-akses-lebar-hos39562841/
Murah !! Dijual Rumah Janur 6X17 Jalanan 3 Mobil,Rp 2.79 M,Jakarta Utara Kelapa Gading,https://www.rumah123.com/properti/jakarta-utara-kelapa-gading/murah-dijual-rumah-janur-6x17-jalanan-3-mobil-hos39696614/
Rumah 2 Lt SHM Siap KPR 12 Menit ke Mal Ciputra Cibubur J-36299,Rp 1.11 M,Bogor Kota Wisata,https://www.rumah123.com/properti/bogor-kota-wisata/rumah-2-lt-shm-siap-kpr-12-menit-ke-mal-ciputra-cibubur-j36299-hos40178218/
Rumah Strategis 15 Menit ke Primaya Hospital Bekasi Utara bisa KPR J38080,Rp 1.33 M,Bekasi Summarecon Bekasi,https://www.rumah123.com/properti/bekasi-summarecon-bekasi/rumah-strategis-15-menit-ke-primaya-hospital-bekasi-utara-bisa-kpr-j38080-hos40216208/
Rumah Strategis 3 Menit ke Gerbang Tol Brigif 5 Kamar Siap Huni J35596,Rp 1.57 M,Depok Limo,https://www.rumah123.com/properti/depok-limo/rumah-strategis-3-menit-ke-gerbang-tol-brigif-5-kamar-siap-huni-j35596-hos40178390/
Rumah Hadap Timur 18 Menit ke Cibinong City Mall Dibantu KPR J-37521,Rp 290 Juta,Bogor Bojong Gede,https://www.rumah123.com/properti/bogor-bojong-gede/rumah-hadap-timur-18-menit-ke-cibinong-city-mall-dibantu-kpr-j37521-hos40082918/
Rumah Cantik 15 Menit ke Terminal Cibinong 2 Lantai Hadap Timur J38780,Rp 780 Juta,Bogor Cibinong,https://www.rumah123.com/properti/bogor-cibinong/rumah-cantik-15-menit-ke-terminal-cibinong-2-lantai-hadap-timur-j38780-hos40792407/
Rumah Strategis dekat Mal Ciputra Cibubur Siap Huni Dibantu KPR J-37253,Rp 870 Juta,Bogor Kota Wisata,https://www.rumah123.com/properti/bogor-kota-wisata/rumah-strategis-dekat-mal-ciputra-cibubur-siap-huni-dibantu-kpr-j37253-hos40401964/
Rumah Hadap Timur Dekat Mall Grand Cakung Dibantu KPR J-36923,Rp 620 Juta,Jakarta Timur Jakarta Garden City,https://www.rumah123.com/properti/jakarta-timur-jakarta-garden-city/rumah-hadap-timur-dekat-mall-grand-cakung-dibantu-kpr-j36923-hos40178633/
Rumah Strategis 5 Mnt ke Mandaya Royal Hospital Puri Siap KPR J-34898,Rp 510 Juta,Jakarta Barat Puri Indah,https://www.rumah123.com/properti/jakarta-barat-puri-indah/rumah-strategis-5-mnt-ke-mandaya-royal-hospital-puri-siap-kpr-j34898-hos40170342/
"Rumah 2 Lantai SHM Semi Furnish Cluster Depan Dekat Tol Sentul City, Bogor",Rp 3.7 M,Bogor Sentul City,https://www.rumah123.com/properti/bogor-sentul-city/rumah-2-lantai-shm-semi-furnish-cluster-depan-dekat-tol-sentul-city-bogor-hos40887741/
Rumah 2 Lt Strategis 7 Menit ke Cibinong City Mall Dibantu KPR J-37183,Rp 1.66 M,Bogor Cibinong,https://www.rumah123.com/properti/bogor-cibinong/rumah-2-lt-strategis-7-menit-ke-cibinong-city-mall-dibantu-kpr-j37183-hos40081066/
Rumah 2 Lt SHM 10 menit ke Stasiun Depok Dibantu KPR J-37606,Rp 2.77 M,Depok Cilodong,https://www.rumah123.com/properti/depok-cilodong/rumah-2-lt-shm-10-menit-ke-stasiun-depok-dibantu-kpr-j37606-hos40081062/
Rumah SHM 15 Menit ke Stasiun Bojong Gede Dibantu KPR J-37309,Rp 670 Juta,Bogor Cibinong,https://www.rumah123.com/properti/bogor-cibinong/rumah-shm-15-menit-ke-stasiun-bojong-gede-dibantu-kpr-j37309-hos40170134/
Rumah 10 Menit ke Primaya Hospital Bekasi Utara SHM Hadap Utara J-40673,Rp 560 Juta,Bekasi Bekasi Utara,https://www.rumah123.com/properti/bekasi-bekasi-utara/rumah-10-menit-ke-primaya-hospital-bekasi-utara-shm-hadap-utara-j40673-hos40957645/
Rumah Hook 1 Lantai 15 menit ke Gerbang Tol Sawangan 4 Bisa KPR J16834,Rp 1 M,Depok Sawangan,https://www.rumah123.com/properti/depok-sawangan/rumah-hook-1-lantai-15-menit-ke-gerbang-tol-sawangan-4-bisa-kpr-j16834-hos40453386/
Rumah Hadap Timur 10 Menit ke Rs Permata Depok Siap KPR J-28659,Rp 540 Juta,Depok Sawangan,https://www.rumah123.com/properti/depok-sawangan/rumah-hadap-timur-10-menit-ke-rs-permata-depok-siap-kpr-j28659-hos40796895/
Rumah Strategis Dekat Lippo Mall Puri Siap Huni Dibantu KPR J-13159,Rp 820 Juta,Jakarta Barat Puri Indah,https://www.rumah123.com/properti/jakarta-barat-puri-indah/rumah-strategis-dekat-lippo-mall-puri-siap-huni-dibantu-kpr-j13159-hos40796820/
Rumah 3 KT Strategis Akses Cepat ke Stasiun Bekasi Timur Hadap Utara J36768,Rp 630 Juta,Bekasi Bekasi Timur,https://www.rumah123.com/properti/bekasi-bekasi-timur/rumah-3-kt-strategis-akses-cepat-ke-stasiun-bekasi-timur-hadap-utara-j36768-hos39956062/
Rumah LB 150 SHM 15 Menit ke Grand Galaxy Park Siap KPR J-34537,Rp 560 Juta,Bekasi Jati Asih,https://www.rumah123.com/properti/bekasi-jati-asih/rumah-lb-150-shm-15-menit-ke-grand-galaxy-park-siap-kpr-j34537-hos40798179/
Rumah 2 Lt SHM 15 Menit ke Mall Summarecon Bekasi J-37657,Rp 670 Juta,Bekasi Harapan Indah,https://www.rumah123.com/properti/bekasi-harapan-indah/rumah-2-lt-shm-15-menit-ke-mall-summarecon-bekasi-j37657-hos40402214/
Rumah Luas 2 Lt Siap KPR 10 Menit ke Gerbang Tol Brigif ⁠J-35455,Rp 3.3 M,Depok Limo,https://www.rumah123.com/properti/depok-limo/rumah-luas-2-lt-siap-kpr-10-menit-ke-gerbang-tol-brigif-j35455-hos40798410/
Rumah SHM LT 147 Siap KPR 17 Menit ke Mall Daan Mogot Baru J-37728,Rp 2.21 M,Jakarta Barat Kalideres,https://www.rumah123.com/properti/jakarta-barat-kalideres/rumah-shm-lt-147-siap-kpr-17-menit-ke-mall-daan-mogot-baru-j37728-hos40082943/
Rumah SHM 15 menit ke Gerbang Tol Sawangan 4 Luas Siap KPR J-19548,Rp 740 Juta,Depok Sawangan,https://www.rumah123.com/properti/depok-sawangan/rumah-shm-15-menit-ke-gerbang-tol-sawangan-4-luas-siap-kpr-j19548-hos39954768/
Rumah LT 128 SHM 15 Menit ke The Park Sawangan Siap KPR J-14593,Rp 1.51 M,Depok Sawangan,https://www.rumah123.com/properti/depok-sawangan/rumah-lt-128-shm-15-menit-ke-the-park-sawangan-siap-kpr-j14593-hos40796823/
Rumah 16 Menit ke The Park Sawangan SHM Dibantu KPR J-37095,Rp 570 Juta,Depok Sawangan,https://www.rumah123.com/properti/depok-sawangan/rumah-16-menit-ke-the-park-sawangan-shm-dibantu-kpr-j37095-hos40170622/
Rumah SHM Strategis 5 Menit ke Cibinong City Mall Dibantu KPR J39594,Rp 450 Juta,Bogor Cibinong,https://www.rumah123.com/properti/bogor-cibinong/rumah-shm-strategis-5-menit-ke-cibinong-city-mall-dibantu-kpr-j39594-hos40795911/
Rumah 1 Lt Minimalis 10 Menit ke Cibinong City Mall Hadap Timur J38232,Rp 560 Juta,Bogor Cibinong,https://www.rumah123.com/properti/bogor-cibinong/rumah-1-lt-minimalis-10-menit-ke-cibinong-city-mall-hadap-timur-j38232-hos40791946/
Rumah LB 110 Siap KPR ⁠⁠10 Menit ke Gerbang Toll Limo 2 J-31962,Rp 1.66 M,Depok Limo,https://www.rumah123.com/properti/depok-limo/rumah-lb-110-siap-kpr-10-menit-ke-gerbang-toll-limo-2-j31962-hos40797978/
Rumah Siap Huni Murah di Bojongsari Depok Jual di Bu Harga NJOP,Rp 1.7 M,Depok Sawangan,https://www.rumah123.com/properti/depok-sawangan/rumah-siap-huni-murah-di-sawangan-jual-di-bawah-harga-pasar-hos40781687/
Rumah Bebas Banjir 9 Menit ke Mitra Keluarga Jatiasih Dibantu KPR J-37623,Rp 840 Juta,Bekasi Jatibening,https://www.rumah123.com/properti/bekasi-jatibening/rumah-bebas-banjir-9-menit-ke-mitra-keluarga-jatiasih-dibantu-kpr-j37623-hos40402202/
Rumah Luas Baru Renov di Bekasi Dekat Sekolah dan Rs Siap Huni J36669,Rp 970 Juta,Bekasi Jatibening,https://www.rumah123.com/properti/bekasi-jatibening/rumah-luas-baru-renov-di-bekasi-dekat-sekolah-dan-rs-siap-huni-j36669-hos40791957/
Rumah Siap Huni Dekat Gerbang Tol Sentul 2 Dibantu KPR J-38067,Rp 610 Juta,Bogor Sentul City,https://www.rumah123.com/properti/bogor-sentul-city/rumah-siap-huni-dekat-gerbang-tol-sentul-2-dibantu-kpr-j38067-hos40798243/
Rumah 1 LT Hadap Timur Akses Dekat Sekolah dan RS di Bekasi Bisa KPR J30645,Rp 440 Juta,Bekasi Harapan Indah,https://www.rumah123.com/properti/bekasi-harapan-indah/rumah-1-lt-hadap-timur-akses-dekat-sekolah-dan-rs-di-bekasi-bisa-kpr-j30645-hos39795204/
Rumah SHM Dekat Terminal Bus Lippo Karawaci 2 Kt Siap Huni J39390,Rp 590 Juta,Tangerang Lippo Karawaci,https://www.rumah123.com/properti/tangerang-lippo-karawaci/rumah-shm-dekat-terminal-bus-lippo-karawaci-2-kt-siap-huni-j39390-hos40795635/
Rumah Hadap Timur 5 Menit ke Gerbang Tol Jelupang Siap Huni Dibantu KPR J-34886,Rp 1.44 M,Tangerang Selatan Bintaro,https://www.rumah123.com/properti/tangerang-selatan-bintaro/rumah-hadap-timur-5-menit-ke-gerbang-tol-jelupang-siap-huni-dibantu-kpr-j34886-hos40178276/
HARGA MIRING DIBAWAH PASARAN!! Rumah Hook Modern di Summarecon,Rp 1.7 M,Bekasi Harapan Indah,https://www.rumah123.com/properti/bekasi-harapan-indah/dijual-rumah-abu-tingkat-modern-di-summarecon-crown-gading-hos40464261/
Rumah LT 96 Baru Renov 9 Menit ke Stasiun Depok Bebas Banjir J31471,Rp 820 Juta,Depok Sukmajaya,https://www.rumah123.com/properti/depok-sukmajaya/rumah-lt-96-baru-renov-9-menit-ke-stasiun-depok-bebas-banjir-j31471-hos40397515/
For Sale Rumah Citra Garden 2 Ext Harga Bagus,Rp 1.65 M,Jakarta Barat Citra Garden,https://www.rumah123.com/properti/jakarta-barat-citra-garden/for-sale-rumah-citra-garden-2-ext-harga-bagus-hos40775287/
Rumah 3 Lt SHM 15 Menit ke Gerbang Tol Kukusan 3 Siap KPR ⁠J-31199,Rp 2.44 M,Depok Cinere,https://www.rumah123.com/properti/depok-cinere/rumah-3-lt-shm-15-menit-ke-gerbang-tol-kukusan-3-siap-kpr-j31199-hos40797980/
Rumah Alam Sutera Siap Huni dan Jalan Lebar,Rp 9.5 M,Tangerang Alam Sutera,https://www.rumah123.com/properti/tangerang-alam-sutera/rumah-alam-sutera-siap-huni-dan-jalan-lebar-hos39021392/
Rumah Tj Duren Siap Huni Last Unit,Rp 1.75 M,Jakarta Barat Tanjung Duren,https://www.rumah123.com/properti/jakarta-barat-tanjung-duren/rumah-tj-duren-siap-huni-last-unit-hos40921071/
Hunian Elit di Jakarta Dekat Akses Toll dan Sekolah Punya Fasilitas Bintang Lima,Rp 5.4 M,Jakarta Timur Jakarta Garden City,https://www.rumah123.com/properti/jakarta-timur-jakarta-garden-city/hunian-elit-di-jakarta-dekat-akses-toll-dan-sekolah-punya-fasilitas-bintang-lima-hos40852812/
Rumah Zora Harga Termurah,Rp 4.8 M,Tangerang Bsd,https://www.rumah123.com/properti/tangerang-bsd/rumah-zora-harga-termurah-hos39225446/
Rumah Janur Kuning Kelapa Gading Furnished,Rp 3.4 M,Jakarta Utara Kelapa Gading,https://www.rumah123.com/properti/jakarta-utara-kelapa-gading/rumah-janur-kuning-kelapa-gading-furnished-hos40962601/
Rumah Pik 2 Millenial Termurah Tiada Tara,Rp 1.6 M,Jakarta Utara Pantai Indah Kapuk 2,https://www.rumah123.com/properti/jakarta-utara-pantai-indah-kapuk-2/rumah-pik-2-millenial-termurah-tiada-tara-hos40789533/
Termurah. Rumah Pik 2 Uk 8X10 2 Lantai Siap Huni,Rp 2.7 M,Jakarta Utara Pantai Indah Kapuk 2,https://www.rumah123.com/properti/jakarta-utara-pantai-indah-kapuk-2/termurah-rumah-pik-2-uk-8x10-2-lantai-siap-huni-hos40789488/
Cluster Terdepan + Favorit. bisa Cicil Cash Keras. Siap Survey,Rp 4.4 M,Jakarta Utara Pantai Indah Kapuk 2,https://www.rumah123.com/properti/jakarta-utara-pantai-indah-kapuk-2/cluster-terdepan-favorit-bisa-cicil-cash-keras-siap-survey-hos15001458/
"JUAL RUMAH MEWAH 2,5 Lantai di Pik 2, Ukuran 250M2.",Rp 10.5 M,Jakarta Utara Pantai Indah Kapuk 2,https://www.rumah123.com/properti/jakarta-utara-pantai-indah-kapuk-2/jual-rumah-mewah-25-lantai-di-pik-2-ukuran-250m2-hos18781156/
"Langsung View Danau! Rumah Mewah 2,5 Lantai Uk 250M2 di Pik 2.",Rp 10.5 M,Jakarta Utara Pantai Indah Kapuk 2,https://www.rumah123.com/properti/jakarta-utara-pantai-indah-kapuk-2/langsung-view-danau-rumah-mewah-25-lantai-uk-250m2-di-pik-2-hos18538287/
"DIBAWAH PASARAN, RUMAH VILLA PASIR PUTIH 120M2 BRANDNEW JUAL BU",Rp 5.15 M,Jakarta Utara Pantai Indah Kapuk 2,https://www.rumah123.com/properti/jakarta-utara-pantai-indah-kapuk-2/dibawah-pasaran-rumah-villa-pasir-putih-120m2-brandnew-jual-bu-hos40221166/
Termurah. View Danau. Rumah Crown Golf Pik 8x24 Termurahh,Rp 9.2 M,Jakarta Utara Pantai Indah Kapuk,https://www.rumah123.com/properti/jakarta-utara-pantai-indah-kapuk/termurah-view-danau-rumah-crown-golf-pik-8x24-termurahh-hos40335771/
"DIJAMIN MURAH SEKALI, UK 160m2 JUAL RUMAH PERMATA HIJAU PIK 2",Rp 5.2 M,Jakarta Utara Pantai Indah Kapuk 2,https://www.rumah123.com/properti/jakarta-utara-pantai-indah-kapuk-2/dijamin-murah-sekali-uk-160m2-jual-rumah-permata-hijau-pik-2-hos40221239/
Best Deal Sudah Renov. Rumah Layar Permai 6x12.5 2 Lantai,Rp 3.1 M,Jakarta Utara Pantai Indah Kapuk,https://www.rumah123.com/properti/jakarta-utara-pantai-indah-kapuk/best-deal-sudah-renov-rumah-layar-permai-6x125-2-lantai-hos40298192/
Promo Bisa Kpr Rumah 8x25 Golf Island 2 Lantai. Termurah.,Rp 7.2 M,Jakarta Utara Pantai Indah Kapuk,https://www.rumah123.com/properti/jakarta-utara-pantai-indah-kapuk/promo-bisa-kpr-rumah-8x25-golf-island-2-lantai-termurah-hos40499812/
Rare Unit Rumah Bgm 2.5 Lantai Uk 12x25 Boulevard Raya.,Rp 16 M,Jakarta Utara Pantai Indah Kapuk,https://www.rumah123.com/properti/jakarta-utara-pantai-indah-kapuk/rare-unit-rumah-bgm-25-lantai-uk-12x25-boulevard-raya-hos40636140/
"POSISI BAGUS, RUMAH MINIMALIS 2 LANTAI DI PANTAI INDAH KAPUK 2",Rp 5.6 M,Jakarta Utara Pantai Indah Kapuk 2,https://www.rumah123.com/properti/jakarta-utara-pantai-indah-kapuk-2/posisi-bagus-rumah-minimalis-2-lantai-di-pantai-indah-kapuk-2-hos18688643/
Jarang Ada. Rumah Murah Uk 10x20 Nego Sampai Jadi.,Rp 7.5 M,Jakarta Utara Pantai Indah Kapuk,https://www.rumah123.com/properti/jakarta-utara-pantai-indah-kapuk/jarang-ada-rumah-murah-uk-10x20-nego-sampai-jadi-hos40459987/
Kondisi Prima! Lanjut Cicilan. Termurah Rumah 2 Lantai,Rp 8.82 M,Jakarta Utara Pantai Indah Kapuk 2,https://www.rumah123.com/properti/jakarta-utara-pantai-indah-kapuk-2/kondisi-prima-lanjut-cicilan-termurah-rumah-2-lantai-hos16439797/
Rumah LT 106 SHM 15 Menit ke Mal Ciputra Cibubur J-40219,Rp 1.17 M,Jakarta Timur Cibubur,https://www.rumah123.com/properti/jakarta-timur-cibubur/rumah-lt-106-shm-15-menit-ke-mal-ciputra-cibubur-j40219-hos40957647/
Rumah 15 Menit ke Bintaro Jaya Xchange Mall Hadap Timur J-15115,Rp 1.88 M,Tangerang Bsd,https://www.rumah123.com/properti/tangerang-bsd/rumah-15-menit-ke-bintaro-jaya-xchange-mall-hadap-timur-j15115-hos40796826/
Dijual Rumah Hoek 1 Lantai di Bintaro - Terletak di Pinggir Jalan Besar bisa Dipakai untuk Usaha,Rp 5.5 M,Tangerang Selatan Bintaro,https://www.rumah123.com/properti/tangerang-selatan-bintaro/dijual-rumah-hoek-1-lantai-di-bintaro-terletak-di-pinggir-jalan-besar-bisa-dipakai-untuk-usaha-hos39799264/
Rumah 2 Lt Siap Huni 12 Menit ke Supermal Karawaci Dibantu KPR J-37023,Rp 1.17 M,Tangerang Lippo Karawaci,https://www.rumah123.com/properti/tangerang-lippo-karawaci/rumah-2-lt-siap-huni-12-menit-ke-supermal-karawaci-dibantu-kpr-j37023-hos40798222/
Rumah 2 Lt Strategis 15 Menit dari Gerbang TOL Serpong 5 Bisa KPR J10310,Rp 990 Juta,Tangerang Bsd,https://www.rumah123.com/properti/tangerang-bsd/rumah-2-lt-strategis-15-menit-dari-gerbang-tol-serpong-5-bisa-kpr-j10310-hos40245847/
Rumah 15 Menit ke Rsia Asyifa Depok SHM Siap Huni Dibantu KPR ⁠J-26390,Rp 830 Juta,Depok Cinere,https://www.rumah123.com/properti/depok-cinere/rumah-15-menit-ke-rsia-asyifa-depok-shm-siap-huni-dibantu-kpr-j26390-hos40797969/
Rumah 15 Menit ke Gerbang Toll Limo 2 SHM Siap Huni Dibantu KPR ⁠J-27933,Rp 1.41 M,Depok Cinere,https://www.rumah123.com/properti/depok-cinere/rumah-15-menit-ke-gerbang-toll-limo-2-shm-siap-huni-dibantu-kpr-j27933-hos40797973/
Rumah 5 Kamar Tidur SHM 15 Menit ke Mall Pesona Square J-31779,Rp 1.62 M,Depok Cinere,https://www.rumah123.com/properti/depok-cinere/rumah-5-kamar-tidur-shm-15-menit-ke-mall-pesona-square-j31779-hos40796915/
Rumah Cluster Peak Lippo Karawaci Utara Tangerang,Rp 1.3 M,Tangerang Lippo Karawaci,https://www.rumah123.com/properti/tangerang-lippo-karawaci/rumah-cluster-peak-lippo-karawaci-utara-tangerang-hos40850667/
Rumah Minimalis Modern Hook Siap Huni Furnish Sentul City Bogor,Rp 4.4 M,Bogor Sentul,https://www.rumah123.com/properti/bogor-sentul/rumah-minimalis-modern-hook-siap-huni-furnish-sentul-city-bogor-hos40827946/
Rumah Tinggal Perumahan Bintang Metropolle Cluster Harmoni,Rp 734 Juta,Bekasi Bekasi Utara,https://www.rumah123.com/properti/bekasi-bekasi-utara/rumah-tinggal-perumahan-bintang-metropolle-cluster-harmoni-hos38835220/
"Rumah di Duren Sawit, Dekat ke Stasiun Klender dan Stasiun Buaran",Rp 2.2 M,Jakarta Pusat Cempaka Putih,https://www.rumah123.com/properti/jakarta-pusat-cempaka-putih/rumah-di-rawamangun-dekat-mall-arion-dan-lrt-rawamangun-hos15868972/
Rumah Siap Huni 9 Menit ke RS Masmitra Jati Makmur Baru Renov J26493,Rp 1.55 M,Bekasi Galaxy,https://www.rumah123.com/properti/bekasi-galaxy/rumah-siap-huni-9-menit-ke-rs-masmitra-jati-makmur-baru-renov-j26493-hos40394032/
Rumah SHM Hadap Selatan 10 Menit ke Yogya Grand Dramaga Siap KPR J-35576,Rp 480 Juta,Bogor Ciomas,https://www.rumah123.com/properti/bogor-ciomas/rumah-shm-hadap-selatan-10-menit-ke-yogya-grand-dramaga-siap-kpr-j35576-hos40798198/
"Harus Terjual, Rumah Cantik Dekat Boulevard 9X20 Jual Cepat Murah",Rp 3.1 M,Jakarta Utara Kelapa Gading,https://www.rumah123.com/properti/jakarta-utara-kelapa-gading/harus-terjual-rumah-cantik-dekat-boulevard-9x20-jual-cepat-murah-hos40707323/
"Siap Huni, Rumah, 2 Lantai, SHM, di Kelapa Gading Jual Cepat Bu",Rp 2.75 M,Jakarta Utara Kelapa Gading,https://www.rumah123.com/properti/jakarta-utara-kelapa-gading/rumah-siap-huni-hos18441268/
Rumah Siaphuni Tanah 150 Meter Dekat Tol Cinere Di Jual Murah,Rp 1.6 M,Jakarta Selatan Cinere,https://www.rumah123.com/properti/jakarta-selatan-cinere/rumah-siaphuni-tanah-150-meter-dekat-tol-cinere-di-jual-murah-hos40489156/
"TERMEWAH DI PANCORAN - DALAM KOMPLEK ELIT, AKSES LEBAR",Rp 15 M,Jakarta Selatan Pancoran,https://www.rumah123.com/properti/jakarta-selatan-pancoran/termewah-di-pancoran-dalam-komplek-elit-akses-lebar-hos40272540/
