No,provinsi,UpahMinimum,kecamatan
15,JAWA TIMUR,2.305.985,LAWANG
15,JAWA TIMUR,2.305.985,PUJON
15,JAWA TIMUR,2.305.985,NGANTANG
15,JAWA TIMUR,2.305.985,KASEMBON
15,JAWA TIMUR,2.305.985,GEDANGAN
15,JAWA TIMUR,2.305.985,TIRTOYUDO
15,JAWA TIMUR,2.305.985,KROMENGAN
15,JAWA TIMUR,2.305.985,WONOSARI
15,JAWA TIMUR,2.305.985,PAGELARAN
15,JAWA TIMUR,2.305.985,TEMPURSARI
15,JAWA TIMUR,2.305.985,PRONOJIWO
15,JAWA TIMUR,2.305.985,CANDIPURO
15,JAWA TIMUR,2.305.985,PASIRIAN
15,JAWA TIMUR,2.305.985,TEMPEH
15,JAWA TIMUR,2.305.985,KUNIR
15,JAWA TIMUR,2.305.985,YOSOWILANGUN
15,JAWA TIMUR,2.305.985,ROWOKANGKUNG
15,JAWA TIMUR,2.305.985,TEKUNG
15,JAWA TIMUR,2.305.985,LUMAJANG
15,JAWA TIMUR,2.305.985,PASRUJAMBE
15,JAWA TIMUR,2.305.985,SENDURO
15,JAWA TIMUR,2.305.985,GUCIALIT
15,JAWA TIMUR,2.305.985,PADANG
15,JAWA TIMUR,2.305.985,SUKODONO
15,JAWA TIMUR,2.305.985,KEDUNGJAJANG
15,JAWA TIMUR,2.305.985,JATIROTO
15,JAWA TIMUR,2.305.985,RANDUAGUNG
15,JAWA TIMUR,2.305.985,KLAKAH
15,JAWA TIMUR,2.305.985,RANUYOSO
15,JAWA TIMUR,2.305.985,SUMBERSUKO
15,JAWA TIMUR,2.305.985,JOMBANG
15,JAWA TIMUR,2.305.985,KENCONG
15,JAWA TIMUR,2.305.985,SUMBERBARU
15,JAWA TIMUR,2.305.985,GUMUKMAS
15,JAWA TIMUR,2.305.985,UMBULSARI
15,JAWA TIMUR,2.305.985,TANGGUL
15,JAWA TIMUR,2.305.985,SEMBORO
15,JAWA TIMUR,2.305.985,PUGER
15,JAWA TIMUR,2.305.985,BANGSALSARI
15,JAWA TIMUR,2.305.985,BALUNG
15,JAWA TIMUR,2.305.985,WULUHAN
15,JAWA TIMUR,2.305.985,AMBULU
15,JAWA TIMUR,2.305.985,RAMBIPUJI
15,JAWA TIMUR,2.305.985,PANTI
15,JAWA TIMUR,2.305.985,SUKORAMBI
15,JAWA TIMUR,2.305.985,JENGGAWAH
15,JAWA TIMUR,2.305.985,AJUNG
15,JAWA TIMUR,2.305.985,TEMPUREJO
15,JAWA TIMUR,2.305.985,KALIWATES
15,JAWA TIMUR,2.305.985,PATRANG
15,JAWA TIMUR,2.305.985,SUMBERSARI
15,JAWA TIMUR,2.305.985,ARJASA
15,JAWA TIMUR,2.305.985,MUMBULSARI
15,JAWA TIMUR,2.305.985,PAKUSARI
15,JAWA TIMUR,2.305.985,JELBUK
15,JAWA TIMUR,2.305.985,MAYANG
15,JAWA TIMUR,2.305.985,KALISAT
15,JAWA TIMUR,2.305.985,LEDOKOMBO
15,JAWA TIMUR,2.305.985,SUKOWONO
15,JAWA TIMUR,2.305.985,SILO
15,JAWA TIMUR,2.305.985,SUMBERJAMBE
15,JAWA TIMUR,2.305.985,PESANGGARAN
15,JAWA TIMUR,2.305.985,BANGOREJO
15,JAWA TIMUR,2.305.985,PURWOHARJO
15,JAWA TIMUR,2.305.985,TEGALDLIMO
15,JAWA TIMUR,2.305.985,MUNCAR
15,JAWA TIMUR,2.305.985,CLURING
15,JAWA TIMUR,2.305.985,GAMBIRAN
15,JAWA TIMUR,2.305.985,SRONO
15,JAWA TIMUR,2.305.985,GENTENG
15,JAWA TIMUR,2.305.985,GLENMORE
15,JAWA TIMUR,2.305.985,KALIBARU
15,JAWA TIMUR,2.305.985,SINGOJURUH
15,JAWA TIMUR,2.305.985,ROGOJAMPI
15,JAWA TIMUR,2.305.985,KABAT
15,JAWA TIMUR,2.305.985,GLAGAH
15,JAWA TIMUR,2.305.985,BANYUWANGI
15,JAWA TIMUR,2.305.985,GIRI
15,JAWA TIMUR,2.305.985,WONGSOREJO
15,JAWA TIMUR,2.305.985,SONGGON
15,JAWA TIMUR,2.305.985,SEMPU
15,JAWA TIMUR,2.305.985,KALIPURO
15,JAWA TIMUR,2.305.985,SILIRAGUNG
15,JAWA TIMUR,2.305.985,TEGALSARI
15,JAWA TIMUR,2.305.985,LICIN
15,JAWA TIMUR,2.305.985,BLIMBINGSARI
15,JAWA TIMUR,2.305.985,MAESAN
15,JAWA TIMUR,2.305.985,TAMANAN
15,JAWA TIMUR,2.305.985,TLOGOSARI
15,JAWA TIMUR,2.305.985,SUKOSARI
15,JAWA TIMUR,2.305.985,PUJER
15,JAWA TIMUR,2.305.985,GRUJUGAN
15,JAWA TIMUR,2.305.985,CURAHDAMI
15,JAWA TIMUR,2.305.985,TENGGARANG
15,JAWA TIMUR,2.305.985,WONOSARI
15,JAWA TIMUR,2.305.985,TAPEN
15,JAWA TIMUR,2.305.985,BONDOWOSO
15,JAWA TIMUR,2.305.985,WRINGIN
15,JAWA TIMUR,2.305.985,TEGALAMPEL
15,JAWA TIMUR,2.305.985,KLABANG
15,JAWA TIMUR,2.305.985,CERMEE
15,JAWA TIMUR,2.305.985,PRAJEKAN
15,JAWA TIMUR,2.305.985,PAKEM
15,JAWA TIMUR,2.305.985,SUMBERWRINGIN
15,JAWA TIMUR,2.305.985,SEMPOL
15,JAWA TIMUR,2.305.985,BINAKAL
15,JAWA TIMUR,2.305.985,TAMAN KROCOK
15,JAWA TIMUR,2.305.985,BOTOLINGGO
15,JAWA TIMUR,2.305.985,JAMBESARI DARUS SHOLAH
15,JAWA TIMUR,2.305.985,JATIBANTENG
15,JAWA TIMUR,2.305.985,BESUKI
15,JAWA TIMUR,2.305.985,SUBOH
15,JAWA TIMUR,2.305.985,MLANDINGAN
15,JAWA TIMUR,2.305.985,KENDIT
15,JAWA TIMUR,2.305.985,PANARUKAN
15,JAWA TIMUR,2.305.985,SITUBONDO
15,JAWA TIMUR,2.305.985,PANJI
15,JAWA TIMUR,2.305.985,MANGARAN
15,JAWA TIMUR,2.305.985,KAPONGAN
15,JAWA TIMUR,2.305.985,ARJASA
15,JAWA TIMUR,2.305.985,JANGKAR
15,JAWA TIMUR,2.305.985,ASEMBAGUS
15,JAWA TIMUR,2.305.985,BANYUPUTIH
15,JAWA TIMUR,2.305.985,SUMBERMALANG
15,JAWA TIMUR,2.305.985,BANYUGLUGUR
15,JAWA TIMUR,2.305.985,BUNGATAN
15,JAWA TIMUR,2.305.985,SUKAPURA
15,JAWA TIMUR,2.305.985,SUMBER
15,JAWA TIMUR,2.305.985,KURIPAN
15,JAWA TIMUR,2.305.985,BANTARAN
15,JAWA TIMUR,2.305.985,LECES
15,JAWA TIMUR,2.305.985,BANYUANYAR
15,JAWA TIMUR,2.305.985,TIRIS
15,JAWA TIMUR,2.305.985,KRUCIL
15,JAWA TIMUR,2.305.985,GADING
15,JAWA TIMUR,2.305.985,PAKUNIRAN
15,JAWA TIMUR,2.305.985,KOTAANYAR
15,JAWA TIMUR,2.305.985,PAITON
15,JAWA TIMUR,2.305.985,BESUK
15,JAWA TIMUR,2.305.985,KRAKSAAN
15,JAWA TIMUR,2.305.985,KREJENGAN
15,JAWA TIMUR,2.305.985,PEJARAKAN
15,JAWA TIMUR,2.305.985,MARON
15,JAWA TIMUR,2.305.985,GENDING
15,JAWA TIMUR,2.305.985,DRINGU
15,JAWA TIMUR,2.305.985,TEGALSIWALAN
15,JAWA TIMUR,2.305.985,SUMBERASIH
15,JAWA TIMUR,2.305.985,WONOMERTO
15,JAWA TIMUR,2.305.985,TONGAS
15,JAWA TIMUR,2.305.985,LUMBANG
15,JAWA TIMUR,2.305.985,PURWODADI
15,JAWA TIMUR,2.305.985,TUTUR
15,JAWA TIMUR,2.305.985,PUSPO
15,JAWA TIMUR,2.305.985,LUMBANG
15,JAWA TIMUR,2.305.985,PASREPAN
15,JAWA TIMUR,2.305.985,KEJAYAN
15,JAWA TIMUR,2.305.985,WONOREJO
15,JAWA TIMUR,2.305.985,PURWOSARI
15,JAWA TIMUR,2.305.985,SUKOREJO
15,JAWA TIMUR,2.305.985,PRIGEN
15,JAWA TIMUR,2.305.985,PANDAAN
15,JAWA TIMUR,2.305.985,GEMPOL
15,JAWA TIMUR,2.305.985,BEJI
15,JAWA TIMUR,2.305.985,BANGIL
15,JAWA TIMUR,2.305.985,REMBANG
15,JAWA TIMUR,2.305.985,KRATON
15,JAWA TIMUR,2.305.985,POHJENTREK
15,JAWA TIMUR,2.305.985,GONDANGWETAN
15,JAWA TIMUR,2.305.985,WINONGAN
15,JAWA TIMUR,2.305.985,GRATI
15,JAWA TIMUR,2.305.985,NGULING
15,JAWA TIMUR,2.305.985,LEKOK
15,JAWA TIMUR,2.305.985,REJOSO
15,JAWA TIMUR,2.305.985,TOSARI
15,JAWA TIMUR,2.305.985,TARIK
15,JAWA TIMUR,2.305.985,PRAMBON
15,JAWA TIMUR,2.305.985,KREMBUNG
15,JAWA TIMUR,2.305.985,PORONG
15,JAWA TIMUR,2.305.985,JABON
15,JAWA TIMUR,2.305.985,TANGGULANGIN
15,JAWA TIMUR,2.305.985,CANDI
15,JAWA TIMUR,2.305.985,SIDOARJO
15,JAWA TIMUR,2.305.985,TULANGAN
15,JAWA TIMUR,2.305.985,WONOAYU
15,JAWA TIMUR,2.305.985,KRIAN
15,JAWA TIMUR,2.305.985,BALONGBENDO
15,JAWA TIMUR,2.305.985,TAMAN
15,JAWA TIMUR,2.305.985,SUKODONO
15,JAWA TIMUR,2.305.985,BUDURAN
15,JAWA TIMUR,2.305.985,GEDANGAN
15,JAWA TIMUR,2.305.985,SEDATI
15,JAWA TIMUR,2.305.985,WARU
15,JAWA TIMUR,2.305.985,JATIREJO
15,JAWA TIMUR,2.305.985,GONDANG
15,JAWA TIMUR,2.305.985,PACET
15,JAWA TIMUR,2.305.985,TRAWAS
15,JAWA TIMUR,2.305.985,NGORO
15,JAWA TIMUR,2.305.985,PUNGGING
15,JAWA TIMUR,2.305.985,KUTOREJO
15,JAWA TIMUR,2.305.985,MOJOSARI
15,JAWA TIMUR,2.305.985,DLANGGU
15,JAWA TIMUR,2.305.985,BANGSAL
15,JAWA TIMUR,2.305.985,PURI
15,JAWA TIMUR,2.305.985,TROWULAN
15,JAWA TIMUR,2.305.985,SOOKO
15,JAWA TIMUR,2.305.985,GEDEG
15,JAWA TIMUR,2.305.985,KEMLAGI
15,JAWA TIMUR,2.305.985,JETIS
15,JAWA TIMUR,2.305.985,DAWARBLANDONG
15,JAWA TIMUR,2.305.985,MOJOANYAR
15,JAWA TIMUR,2.305.985,PERAK
15,JAWA TIMUR,2.305.985,GUDO
15,JAWA TIMUR,2.305.985,NGORO
15,JAWA TIMUR,2.305.985,BARENG
15,JAWA TIMUR,2.305.985,WONOSALAM
15,JAWA TIMUR,2.305.985,MOJOAGUNG
15,JAWA TIMUR,2.305.985,MOJOWARNO
15,JAWA TIMUR,2.305.985,DIWEK
15,JAWA TIMUR,2.305.985,JOMBANG
15,JAWA TIMUR,2.305.985,PETERONGAN
15,JAWA TIMUR,2.305.985,SUMOBITO
15,JAWA TIMUR,2.305.985,KESAMBEN
15,JAWA TIMUR,2.305.985,TEMBELANG
15,JAWA TIMUR,2.305.985,PLOSO
15,JAWA TIMUR,2.305.985,PLANDAAN
15,JAWA TIMUR,2.305.985,KABUH
15,JAWA TIMUR,2.305.985,KUDU
15,JAWA TIMUR,2.305.985,BANDARKEDUNGMULYO
15,JAWA TIMUR,2.305.985,JOGOROTO
15,JAWA TIMUR,2.305.985,MEGALUH
15,JAWA TIMUR,2.305.985,NGUSIKAN
15,JAWA TIMUR,2.305.985,SAWAHAN
15,JAWA TIMUR,2.305.985,NGETOS
15,JAWA TIMUR,2.305.985,BERBEK
15,JAWA TIMUR,2.305.985,LOCERET
15,JAWA TIMUR,2.305.985,PACE
15,JAWA TIMUR,2.305.985,PRAMBON
15,JAWA TIMUR,2.305.985,NGRONGGOT
15,JAWA TIMUR,2.305.985,KERTOSONO
15,JAWA TIMUR,2.305.985,PATIANROWO
15,JAWA TIMUR,2.305.985,BARON
15,JAWA TIMUR,2.305.985,TANJUNGANOM
15,JAWA TIMUR,2.305.985,SUKOMORO
15,JAWA TIMUR,2.305.985,NGANJUK
15,JAWA TIMUR,2.305.985,BAGOR
15,JAWA TIMUR,2.305.985,WILANGAN
15,JAWA TIMUR,2.305.985,REJOSO
15,JAWA TIMUR,2.305.985,GONDANG
15,JAWA TIMUR,2.305.985,NGLUYU
15,JAWA TIMUR,2.305.985,LENGKONG
15,JAWA TIMUR,2.305.985,JATIKALEN
15,JAWA TIMUR,2.305.985,KEBON SARI
15,JAWA TIMUR,2.305.985,DOLOPO
15,JAWA TIMUR,2.305.985,GEGER
15,JAWA TIMUR,2.305.985,DAGANGAN
15,JAWA TIMUR,2.305.985,KARE
15,JAWA TIMUR,2.305.985,GEMARANG
15,JAWA TIMUR,2.305.985,WUNGU
15,JAWA TIMUR,2.305.985,MADIUN
15,JAWA TIMUR,2.305.985,JIWAN
15,JAWA TIMUR,2.305.985,BALEREJO
15,JAWA TIMUR,2.305.985,MEJAYAN
15,JAWA TIMUR,2.305.985,SARADAN
15,JAWA TIMUR,2.305.985,PILANGKENCENG
15,JAWA TIMUR,2.305.985,SAWAHAN
15,JAWA TIMUR,2.305.985,WONOASRI
15,JAWA TIMUR,2.305.985,PONCOL
15,JAWA TIMUR,2.305.985,PARANG
15,JAWA TIMUR,2.305.985,LEMBEYAN
15,JAWA TIMUR,2.305.985,TAKERAN
15,JAWA TIMUR,2.305.985,KAWEDANAN
15,JAWA TIMUR,2.305.985,MAGETAN
15,JAWA TIMUR,2.305.985,PLAOSAN
15,JAWA TIMUR,2.305.985,PANEKAN
15,JAWA TIMUR,2.305.985,SUKOMORO
15,JAWA TIMUR,2.305.985,BENDO
15,JAWA TIMUR,2.305.985,MAOSPATI
15,JAWA TIMUR,2.305.985,BARAT
15,JAWA TIMUR,2.305.985,KARANGREJO
15,JAWA TIMUR,2.305.985,KARAS
15,JAWA TIMUR,2.305.985,KARTOHARJO
15,JAWA TIMUR,2.305.985,NGARIBOYO
15,JAWA TIMUR,2.305.985,NGUNTORONADI
15,JAWA TIMUR,2.305.985,SIDOREJO
15,JAWA TIMUR,2.305.985,SINE
15,JAWA TIMUR,2.305.985,NGRAMBE
15,JAWA TIMUR,2.305.985,JOGOROGO
15,JAWA TIMUR,2.305.985,KENDAL
15,JAWA TIMUR,2.305.985,GENENG
15,JAWA TIMUR,2.305.985,KWADUNGAN
15,JAWA TIMUR,2.305.985,KARANGJATI
15,JAWA TIMUR,2.305.985,PADAS
15,JAWA TIMUR,2.305.985,NGAWI
15,JAWA TIMUR,2.305.985,PARON
15,JAWA TIMUR,2.305.985,KEDUNGGALAR
15,JAWA TIMUR,2.305.985,WIDODAREN
15,JAWA TIMUR,2.305.985,MANTINGAN
15,JAWA TIMUR,2.305.985,PANGKUR
15,JAWA TIMUR,2.305.985,BRINGIN
15,JAWA TIMUR,2.305.985,PITU
15,JAWA TIMUR,2.305.985,KARANGANYAR
15,JAWA TIMUR,2.305.985,GERIH
15,JAWA TIMUR,2.305.985,KASREMAN
15,JAWA TIMUR,2.305.985,NGRAHO
15,JAWA TIMUR,2.305.985,TAMBAKREJO
15,JAWA TIMUR,2.305.985,NGAMBON
15,JAWA TIMUR,2.305.985,NGASEM
15,JAWA TIMUR,2.305.985,BUBULAN
15,JAWA TIMUR,2.305.985,DANDER
15,JAWA TIMUR,2.305.985,SUGIHWARAS
15,JAWA TIMUR,2.305.985,KEDUNGADEM
15,JAWA TIMUR,2.305.985,KEPOHBARU
15,JAWA TIMUR,2.305.985,BAURENO
15,JAWA TIMUR,2.305.985,KANOR
15,JAWA TIMUR,2.305.985,SUMBEREJO
15,JAWA TIMUR,2.305.985,BALEN
15,JAWA TIMUR,2.305.985,KAPAS
15,JAWA TIMUR,2.305.985,BOJONEGORO
15,JAWA TIMUR,2.305.985,KALITIDU
15,JAWA TIMUR,2.305.985,MALO
15,JAWA TIMUR,2.305.985,PURWOSARI
15,JAWA TIMUR,2.305.985,PADANGAN
15,JAWA TIMUR,2.305.985,KASIMAN
15,JAWA TIMUR,2.305.985,TEMAYANG
15,JAWA TIMUR,2.305.985,MARGOMULYO
15,JAWA TIMUR,2.305.985,TRUCUK
15,JAWA TIMUR,2.305.985,SUKOSEWU
15,JAWA TIMUR,2.305.985,KEDEWAN
15,JAWA TIMUR,2.305.985,GONDANG
15,JAWA TIMUR,2.305.985,SEKAR
15,JAWA TIMUR,2.305.985,GAYAM
15,JAWA TIMUR,2.305.985,KENDURUAN
15,JAWA TIMUR,2.305.985,JATIROGO
15,JAWA TIMUR,2.305.985,BANGILAN
15,JAWA TIMUR,2.305.985,BANCAR
15,JAWA TIMUR,2.305.985,SENORI
15,JAWA TIMUR,2.305.985,TAMBAKBOYO
15,JAWA TIMUR,2.305.985,SINGGAHAN
15,JAWA TIMUR,2.305.985,KEREK
15,JAWA TIMUR,2.305.985,PARENGAN
15,JAWA TIMUR,2.305.985,MONTONG
15,JAWA TIMUR,2.305.985,SOKO
15,JAWA TIMUR,2.305.985,JENU
15,JAWA TIMUR,2.305.985,MERAKURAK
15,JAWA TIMUR,2.305.985,RENGEL
15,JAWA TIMUR,2.305.985,SEMANDING
15,JAWA TIMUR,2.305.985,TUBAN
15,JAWA TIMUR,2.305.985,PLUMPANG
15,JAWA TIMUR,2.305.985,PALANG
15,JAWA TIMUR,2.305.985,WIDANG
15,JAWA TIMUR,2.305.985,GRABAGAN
15,JAWA TIMUR,2.305.985,SUKORAME
15,JAWA TIMUR,2.305.985,BLULUK
15,JAWA TIMUR,2.305.985,MODO
15,JAWA TIMUR,2.305.985,NGIMBANG
15,JAWA TIMUR,2.305.985,BABAT
15,JAWA TIMUR,2.305.985,KEDUNGPRING
15,JAWA TIMUR,2.305.985,BRONDONG
15,JAWA TIMUR,2.305.985,LAREN
15,JAWA TIMUR,2.305.985,SEKARAN
15,JAWA TIMUR,2.305.985,MADURAN
15,JAWA TIMUR,2.305.985,SAMBENG
15,JAWA TIMUR,2.305.985,SUGIO
15,JAWA TIMUR,2.305.985,PUCUK
15,JAWA TIMUR,2.305.985,PACIRAN
15,JAWA TIMUR,2.305.985,SOLOKURO
15,JAWA TIMUR,2.305.985,MANTUP
15,JAWA TIMUR,2.305.985,SUKODADI
15,JAWA TIMUR,2.305.985,KARANGGENENG
15,JAWA TIMUR,2.305.985,KEMBANGBAHU
15,JAWA TIMUR,2.305.985,KALITENGAH
15,JAWA TIMUR,2.305.985,TURI
15,JAWA TIMUR,2.305.985,LAMONGAN
15,JAWA TIMUR,2.305.985,TIKUNG
15,JAWA TIMUR,2.305.985,KARANGBINANGUN
15,JAWA TIMUR,2.305.985,DEKET
15,JAWA TIMUR,2.305.985,GLAGAH
15,JAWA TIMUR,2.305.985,SARIREJO
15,JAWA TIMUR,2.305.985,DUKUN
15,JAWA TIMUR,2.305.985,BALONGPANGGANG
15,JAWA TIMUR,2.305.985,PANCENG
15,JAWA TIMUR,2.305.985,BENJENG
15,JAWA TIMUR,2.305.985,DUDUKSAMPEYAN
15,JAWA TIMUR,2.305.985,WRINGINANOM
15,JAWA TIMUR,2.305.985,UJUNGPANGKAH
15,JAWA TIMUR,2.305.985,KEDAMEAN
15,JAWA TIMUR,2.305.985,SIDAYU
15,JAWA TIMUR,2.305.985,MANYAR
15,JAWA TIMUR,2.305.985,CERME
15,JAWA TIMUR,2.305.985,BUNGAH
15,JAWA TIMUR,2.305.985,MENGANTI
15,JAWA TIMUR,2.305.985,KEBOMAS
15,JAWA TIMUR,2.305.985,DRIYOREJO
15,JAWA TIMUR,2.305.985,GRESIK
15,JAWA TIMUR,2.305.985,SANGKAPURA
15,JAWA TIMUR,2.305.985,TAMBAK
15,JAWA TIMUR,2.305.985,BANGKALAN
15,JAWA TIMUR,2.305.985,SOCAH
15,JAWA TIMUR,2.305.985,BURNEH
15,JAWA TIMUR,2.305.985,KAMAL
15,JAWA TIMUR,2.305.985,AROSBAYA
15,JAWA TIMUR,2.305.985,GEGER
15,JAWA TIMUR,2.305.985,KLAMPIS
15,JAWA TIMUR,2.305.985,SEPULU
15,JAWA TIMUR,2.305.985,TANJUNG BUMI
15,JAWA TIMUR,2.305.985,KOKOP
15,JAWA TIMUR,2.305.985,KWANYAR
15,JAWA TIMUR,2.305.985,LABANG
15,JAWA TIMUR,2.305.985,TANAH MERAH
15,JAWA TIMUR,2.305.985,TRAGAH
15,JAWA TIMUR,2.305.985,BLEGA
15,JAWA TIMUR,2.305.985,MODUNG
15,JAWA TIMUR,2.305.985,KONANG
15,JAWA TIMUR,2.305.985,GALIS
15,JAWA TIMUR,2.305.985,SRESEH
15,JAWA TIMUR,2.305.985,TORJUN
15,JAWA TIMUR,2.305.985,SAMPANG
15,JAWA TIMUR,2.305.985,CAMPLONG
15,JAWA TIMUR,2.305.985,OMBEN
15,JAWA TIMUR,2.305.985,KEDUNGDUNG
15,JAWA TIMUR,2.305.985,JRENGIK
15,JAWA TIMUR,2.305.985,TAMBELANGAN
15,JAWA TIMUR,2.305.985,BANYUATES
15,JAWA TIMUR,2.305.985,ROBATAL
15,JAWA TIMUR,2.305.985,SOKOBANAH
15,JAWA TIMUR,2.305.985,KETAPANG
15,JAWA TIMUR,2.305.985,PANGARENGAN
15,JAWA TIMUR,2.305.985,KARANGPENANG
15,JAWA TIMUR,2.305.985,TLANAKAN
15,JAWA TIMUR,2.305.985,PADEMAWU
15,JAWA TIMUR,2.305.985,GALIS
15,JAWA TIMUR,2.305.985,PAMEKASAN
15,JAWA TIMUR,2.305.985,PROPPO
15,JAWA TIMUR,2.305.985,PALENGGAAN
15,JAWA TIMUR,2.305.985,PEGANTENAN
15,JAWA TIMUR,2.305.985,LARANGAN
15,JAWA TIMUR,2.305.985,PAKONG
15,JAWA TIMUR,2.305.985,WARU
15,JAWA TIMUR,2.305.985,BATUMARMAR
15,JAWA TIMUR,2.305.985,KADUR
15,JAWA TIMUR,2.305.985,PASEAN
15,JAWA TIMUR,2.305.985,KOTA SUMENEP
15,JAWA TIMUR,2.305.985,KALIANGET
15,JAWA TIMUR,2.305.985,MANDING
15,JAWA TIMUR,2.305.985,TALANGO
15,JAWA TIMUR,2.305.985,BLUTO
15,JAWA TIMUR,2.305.985,SARONGGI
15,JAWA TIMUR,2.305.985,LENTENG
15,JAWA TIMUR,2.305.985,GILIGINTING
15,JAWA TIMUR,2.305.985,GULUK-GULUK
15,JAWA TIMUR,2.305.985,GANDING
15,JAWA TIMUR,2.305.985,PRAGAAN
15,JAWA TIMUR,2.305.985,AMBUNTEN
15,JAWA TIMUR,2.305.985,PASONGSONGAN
15,JAWA TIMUR,2.305.985,DASUK
15,JAWA TIMUR,2.305.985,RUBARU
15,JAWA TIMUR,2.305.985,BATANG BATANG
15,JAWA TIMUR,2.305.985,BATUPUTIH
15,JAWA TIMUR,2.305.985,DUNGKEK
15,JAWA TIMUR,2.305.985,GAPURA
15,JAWA TIMUR,2.305.985,GAYAM
15,JAWA TIMUR,2.305.985,NONGGUNONG
15,JAWA TIMUR,2.305.985,RA'AS
15,JAWA TIMUR,2.305.985,MASALEMBU
15,JAWA TIMUR,2.305.985,ARJASA
15,JAWA TIMUR,2.305.985,SAPEKEN
15,JAWA TIMUR,2.305.985,BATUAN
15,JAWA TIMUR,2.305.985,KANGAYAN
15,JAWA TIMUR,2.305.985,MOJOROTO
15,JAWA TIMUR,2.305.985,KOTA
15,JAWA TIMUR,2.305.985,PESANTREN
15,JAWA TIMUR,2.305.985,KEPANJENKIDUL
15,JAWA TIMUR,2.305.985,SUKOREJO
15,JAWA TIMUR,2.305.985,SANANWETAN
15,JAWA TIMUR,2.305.985,BLIMBING
15,JAWA TIMUR,2.305.985,KLOJEN
15,JAWA TIMUR,2.305.985,KEDUNGKANDANG
15,JAWA TIMUR,2.305.985,SUKUN
15,JAWA TIMUR,2.305.985,LOWOKWARU
15,JAWA TIMUR,2.305.985,KADEMANGAN
15,JAWA TIMUR,2.305.985,WONOASIH
15,JAWA TIMUR,2.305.985,MAYANGAN
15,JAWA TIMUR,2.305.985,KANIGARAN
15,JAWA TIMUR,2.305.985,KEDOPOK
15,JAWA TIMUR,2.305.985,GADINGREJO
15,JAWA TIMUR,2.305.985,PURWOREJO
15,JAWA TIMUR,2.305.985,BUGUL KIDUL
15,JAWA TIMUR,2.305.985,PANGGUNGREJO
15,JAWA TIMUR,2.305.985,PRAJURITKULON
15,JAWA TIMUR,2.305.985,MAGERSARI
15,JAWA TIMUR,2.305.985,KRANGGAN
15,JAWA TIMUR,2.305.985,KARTOHARJO
15,JAWA TIMUR,2.305.985,MANGUHARJO
15,JAWA TIMUR,2.305.985,TAMAN
15,JAWA TIMUR,2.305.985,KARANG PILANG
15,JAWA TIMUR,2.305.985,WONOCOLO
15,JAWA TIMUR,2.305.985,RUNGKUT
15,JAWA TIMUR,2.305.985,WONOKROMO
15,JAWA TIMUR,2.305.985,TEGALSARI
15,JAWA TIMUR,2.305.985,SAWAHAN
15,JAWA TIMUR,2.305.985,GENTENG
15,JAWA TIMUR,2.305.985,GUBENG
15,JAWA TIMUR,2.305.985,SUKOLILO
15,JAWA TIMUR,2.305.985,TAMBAKSARI
15,JAWA TIMUR,2.305.985,SIMOKERTO
15,JAWA TIMUR,2.305.985,PABEAN CANTIAN
15,JAWA TIMUR,2.305.985,BUBUTAN
15,JAWA TIMUR,2.305.985,TANDES
15,JAWA TIMUR,2.305.985,KREMBANGAN
15,JAWA TIMUR,2.305.985,SEMAMPIR
15,JAWA TIMUR,2.305.985,KENJERAN
15,JAWA TIMUR,2.305.985,LAKARSANTRI
15,JAWA TIMUR,2.305.985,BENOWO
15,JAWA TIMUR,2.305.985,WIYUNG
15,JAWA TIMUR,2.305.985,DUKUH PAKIS
15,JAWA TIMUR,2.305.985,GAYUNGAN
15,JAWA TIMUR,2.305.985,JAMBANGAN
15,JAWA TIMUR,2.305.985,TENGGILIS MEJOYO
15,JAWA TIMUR,2.305.985,GUNUNG ANYAR
15,JAWA TIMUR,2.305.985,MULYOREJO
15,JAWA TIMUR,2.305.985,SUKOMANUNGGAL
15,JAWA TIMUR,2.305.985,ASEM ROWO
15,JAWA TIMUR,2.305.985,BULAK
15,JAWA TIMUR,2.305.985,PAKAL
15,JAWA TIMUR,2.305.985,SAMBIKEREP
15,JAWA TIMUR,2.305.985,BATU
15,JAWA TIMUR,2.305.985,BUMIAJI
15,JAWA TIMUR,2.305.985,JUNREJO
16,BANTEN,2.905.119,SUMUR
16,BANTEN,2.905.119,CIMANGGU
16,BANTEN,2.905.119,CIBALIUNG
16,BANTEN,2.905.119,CIKEUSIK
16,BANTEN,2.905.119,CIGEULIS
16,BANTEN,2.905.119,PANIMBANG
16,BANTEN,2.905.119,ANGSANA
16,BANTEN,2.905.119,MUNJUL
16,BANTEN,2.905.119,PAGELARAN
16,BANTEN,2.905.119,BOJONG
16,BANTEN,2.905.119,PICUNG
16,BANTEN,2.905.119,LABUAN
16,BANTEN,2.905.119,MENES
16,BANTEN,2.905.119,SAKETI
16,BANTEN,2.905.119,CIPEUCANG
16,BANTEN,2.905.119,JIPUT
16,BANTEN,2.905.119,MANDALAWANGI
16,BANTEN,2.905.119,CIMANUK
16,BANTEN,2.905.119,KADUHEJO
16,BANTEN,2.905.119,BANJAR
16,BANTEN,2.905.119,PANDEGLANG
16,BANTEN,2.905.119,CADASARI
16,BANTEN,2.905.119,CISATA
16,BANTEN,2.905.119,PATIA
16,BANTEN,2.905.119,KARANG TANJUNG
16,BANTEN,2.905.119,CIKEDAL
